doc_id,filename,tipo_documento,page,chunk_id,chunk_text,chunk_size_words,chunk_size_chars,chunking_strategy,chunk_size_param,overlap_param
DOC_006,0332-23-INT_REV_Comunicado_4_situacion_actual_DATAR_21042023.pdf,COMUNICADO,26,DOC_006_CHUNK_027,"A member firm of Ernst & Young Global Limited c. En sesiones de trabajo se ha indicado reiteradamente al Consorcio, sobre las falencias evidenciadas en el proceso de calidad interno, lo cual ha generado reprocesos en la revisión de la información asociada a temas de entendimiento, redacción, ortografía, forma y alineación de los contenidos mínimos con lo definido en el SDP. d. Las fechas comprometidas no se cumplen, a pesar de que se reitera en los seguimientos semanales y en los correos emitidos por la Interventoría. Asimismo, actualmente no se tiene una herramienta de gestión (actas y matriz de compromisos), que permita realizar seguimiento a aquellos compromisos que impactan directamente la completitud y liberación de los entregables, al igual que el alistamiento y puesta en producción de la herramienta. e. No se están atendiendo las observaciones realizadas por la DIAN y la Interventoría, ya sea en sesiones virtuales o presenciales, generando reprocesos y con ello, el incumplimiento de los tiempos definidos para el cierre de los productos. f. Los documentos aún no cuentan con el detalle técnico que se requiere para poder dar su cierre, dado que no se han realizado las profundizaciones requeridas por parte del Consorcio y la respectiva alineación de la información del documento a las características de la DIAN. Igualmente, no se tienen los insumos suficientes para dar cumplimiento al contenido mínimo definido en el SPD para la habilitación de los pagos, según lo definido contractualmente, ya que no se cuenta con la contratación de las herramientas complementarias de Azure y la implementación de las nuevas fuentes de información y la entrega de los dominios de información. g. No tener un plan de trabajo que considere los tiempos de revisión y ajustes de los entregables, generando tiempos limitados y desconocidos para la validación y modificación de los productos. h. Por parte del Consorcio no se han solicitado y desarrollado de manera oportuna las sesiones de validación y alineación de los Ola ´s requeridos con las áreas internas y los proyectos PETD (Multinube), lo cual ha implicado que no se tengan los acuerdos firmados para iniciar con la prestación del servicio, al igual que se generen reprocesos en la validación de los documentos y/o ciclos de revisión adicionales a los previstos en el plan de trabajo que se está ajustando, derivado del control de cambios aprobado el 27 de marzo 2023. i. Con relación al procedimiento de estimación de esfuerzo, desde la Consorcio se realizó la presentación de esta información los días 8, 14, 16 y 31 de",421,2587,fixed_words_overlap,450,75
DOC_006,0332-23-INT_REV_Comunicado_4_situacion_actual_DATAR_21042023.pdf,COMUNICADO,27,DOC_006_CHUNK_028,"A member firm of Ernst & Young Global Limited marzo 2023, utilizando un modelo de ejemplo para validar los valores estimados de dicho requerimiento. Sin embargo, una vez ejecutada la herramienta de estimación de la Interventoría con esta misma información (900 horas), se evidenció una diferencia de aproximadamente el 400%, con la estimación realizada por el Consorcio (4000 horas). Sobre esto, desde la Interventoría se generaron comentarios y sesiones de trabajo conjunto con la DIAN y el Consorcio (10, 11, 12, 13, 14, 18 de abril 2023) para acordar las variables a utilizar en la herramienta. Lo anterior, derivado de las siguientes observaciones realizadas por la Interventoría: • La herramienta del Consorcio está realizando una estimación de complejidad por cada uno de los casos de uso que se ejecutarán para un mismo requerimiento, variando la estimación por cada componente. Lo anterior, implica que, los valores de estimación puedan aumentar, al no verlo como un único proceso o requerimiento con una única complejidad. • Cada uno de los puntos de función asociados a los casos de uso, está siendo multiplicado por un factor de productividad (20 horas), independientemente de la complejidad de cada caso de uso. Por tanto, si se pide generar un reporte o una actividad muy sencilla en algún componente, siempre se va a multiplicar por ese factor de productividad en horas. Lo anterior, implica que algunas actividades se puedan sobredimensionar. • Con relación a los criterios de estimación, se están incluyendo factores ambientales que, de acuerdo con el concepto de la Interventoría, no deberían ser considerados por el Consorcio en la herramienta, dado que se está contratando personal experto. (ej. Nivel de conocimiento de la herramienta y los procesos de la DIAN, motivación, necesidad de capacitación, entre otros). Tener en cuenta estas variables, aumenta de manera considerable la estimación de las horas de los requerimientos. • Los umbrales de valoración de algunos componentes técnicos no están alineados con la realidad de la DIAN. Por tanto, se recomendó acordar los umbrales de calificación de estos, con el fin de no sobredimensionar la estimación de los requerimientos. • Finalmente, se incluyó en la herramienta del Consorcio un factor de rendimiento del 80%, que implica el aumento de las horas totales de la estimación del requerimiento. Por tanto, dado que no es una mesa de desarrollo y aunque los requerimientos están siendo atendidos por personas que pueden requerir ciertas pausas en el desarrollo de sus actividades, desde la Interventoría se recomienda no considerar este factor y/o aumentar su porcentaje, ya que, como se encuentra actualmente, tiene un impacto importante en la estimación total del esfuerzo.",434,2749,fixed_words_overlap,450,75
DOC_006,0332-23-INT_REV_Comunicado_4_situacion_actual_DATAR_21042023.pdf,COMUNICADO,28,DOC_006_CHUNK_029,"A member firm of Ernst & Young Global Limited Si bien a la fecha se han realizado acuerdos entre las partes para la definición y valoración de los criterios que utiliza la herramienta de estimación del Consorcio y su alineación con los criterios de la herramienta de la Interventoría y las necesidades de la DIAN, no se ha logrado un acuerdo definitivo entre las partes, que viabilice la aplicación de las actividades de estimación de esfuerzo para la prestación del servicio, impactando el cierre del producto “Ent38-Diseño de procesos de gestión”, el cual se requiere esté finalizado antes de la puesta en producción. Se aclara que en el “Acta de negociación” en el capítulo “2.3.2. De los servicios de gestión por demanda” se menciona sobre el método de estimación que “…. es variable de acuerdo con las características de cada requerimiento, por lo cual estos se van ajustando y variando según el caso. Estos modelos son dinámicos y a partir de la curva de aprendizaje o de entendimiento del negocio u otros factores se pueden establecer unos periodos para revisar y calibrar el modelo de tal forma que se tengan en cuenta otras variables que se hayan advertido durante su aplicación para ir apuntando a mayor eficiencia, esto se puede hacer de manera concertada”. Por tanto, desde el momento de la negociación se evidencia el requerimiento de alineación de las variables de este método con las características del negocio, lo cual no fue considerado en las mesas de trabajo de revisión de este entregable y dentro d ellos tiempos de construcción de este documento, según el plan de trabajo inicial aprobado por la DIAN. l. Existen últimas versiones liberadas por el Consorcio de entregables que a la fecha no han sido revisados por la DIAN y/o por todo el equipo técnico de la DIAN asignado para estos documentos según lo definido en la matriz de entregables. Por tanto, se recomienda a la DIAN, solicitar al Consorcio que establezca y presente a la DIAN y a la Interventoría, acciones concretas para el cierre de los entregables de la fase de diseño y entendimiento, en donde se cumpla con la alineación metodológica presentada por el Consorcio en su propuesta de servicios, el plan de calidad definido, las fechas previstas para las actividades que sean definidas en el cronograma propuesto, los criterios mínimos de aceptación y la completitud de estos productos, según lo definido en el SDP. Plan de choque socializado por el Consorcio el 11/01/2023, el cual fue incumplido y que tenía el siguiente alcance: Mejora Fecha de cierre comprometida Estado Observación Plan de Cierre de los documentos de la Fase 4- Diseño de Ent38 – Diseño detallado del DATAR -17/01/2023 El",450,2678,fixed_words_overlap,450,75
DOC_006,0332-23-INT_REV_Comunicado_4_situacion_actual_DATAR_21042023.pdf,COMUNICADO,28,DOC_006_CHUNK_030,"fechas previstas para las actividades que sean definidas en el cronograma propuesto, los criterios mínimos de aceptación y la completitud de estos productos, según lo definido en el SDP. Plan de choque socializado por el Consorcio el 11/01/2023, el cual fue incumplido y que tenía el siguiente alcance: Mejora Fecha de cierre comprometida Estado Observación Plan de Cierre de los documentos de la Fase 4- Diseño de Ent38 – Diseño detallado del DATAR -17/01/2023 El plan de choque presentado por el Consorcio, consideraba dentro de su alcance, las siguientes actividades asociadas a estos entregables:",94,600,fixed_words_overlap,450,75
DOC_006,0332-23-INT_REV_Comunicado_4_situacion_actual_DATAR_21042023.pdf,COMUNICADO,29,DOC_006_CHUNK_031,"A member firm of Ernst & Young Global Limited Mejora Fecha de cierre comprometida Estado Observación los procesos de gestión de datos Ent39 – Acuerdos operacionales – 17/01/2023 - La entrega y cierre de los productos de la “Fase 4 – Diseño de los procesos de gestión” - El fortalecimiento de la calidad de los productos emitidos por el Consorcio. - Reforzar la articulación de las empresas que hacen parte del Consorcio. - Fortalecer el seguimiento del proyecto a través de los espacios definidos en el modelo de gobierno. - Definir las plantillas de los entregable. - Revisar la relación de los entregables con otros entregables. - Identificar integralmente Interesados relacionados con el entregable. Si bien, se plantearon las actividades anteriores, a la fecha no se cuenta con la aceptación formal de los productos. 4. Metodología de trabajo Como parte del proceso de selección, el SDP solicitó el desarrollo de un enfoque metodológico que permitiera cumplir y cubrir el alcance general del proyecto, con lo cual, el Consorcio incluyó en su propuesta planteamientos metodológicos en relación a las fases de 1- Planeación, 2 - Entendimiento y diseño de la solución, 3 - Habilitación de herramientas, 4 - Diseño de procesos de gestión de datos, 5 - Prestación de los servicios de gestión de datos, 6 - Integración con proyectos estratégicos de transformación, fase 7-Transferencia de conocimiento, fase 8 - Gestión y monitoreo del proyecto y fase 9 - Cierre. Dada la ejecución del proyecto, el SDP y lo propuesto por el Consorcio, se ha evidenciado que los siguientes factores han incidido en el reiterado incumplimiento de las obligaciones y compromisos relacionados a lo largo de este comunicado: Metodología de implementación • De acuerdo con lo definido en la propuesta técnica presentada por el Consorcio, se menciona en el capítulo “1.7. Metodologías propuestas” como una de las metodologías a implementar por el Consorcio “Scrum”, en donde indican que” Emplea un enfoque iterativo e incremental para optimizar la previsibilidad y optimizar el riesgo”, lo cual supone la entrega de MVP (mínimos productos viables), que viabilicen la gestión de requerimientos de los proyectos actuales de la DIAN. Igualmente, de acuerdo con lo definido en el capítulo “FORMA DE PAGO” en el SDP, se permitía la puesta en producción por iteraciones, al igual que el pago proporcional de estas, según el plan de puesta en producción. Sin embargo, se identificó que, en el contrato en el mismo capítulo, se modificó esta sección,",408,2517,fixed_words_overlap,450,75
DOC_006,0332-23-INT_REV_Comunicado_4_situacion_actual_DATAR_21042023.pdf,COMUNICADO,30,DOC_006_CHUNK_032,"A member firm of Ernst & Young Global Limited dejando un único pago para este hito, lo que implica la entrega total de la funcionalidad. Dado lo anterior, con la entrega del Plan de Implementación el 05/01/2023 por parte del Consorcio, desde la Interventoría se solicitó aclarar la estrategia de implementación de la solución DATAR, ya que no se encontraba alineada con las actividades definidas en el cronograma aprobado por la DIAN a esa fecha, la metodología Scrum por iteraciones y la estrategia de pruebas con sus diferentes tipologías. A la fecha, no hay una claridad metodológica sobre la ejecución de los diferentes tipos de pruebas y la entrega de los MVP en cada uno de los sprint de pruebas establecidos, implicando que esta información no se vea reflejada de manera clara y detallada en el cronograma propuesto, el cual no ha sido posible aprobar a la fecha, a pesar de las solicitudes realizadas en los diferentes espacios con el Consorcio. Igualmente, el diseño, configuración, pruebas y habilitación de todos los componentes del DATAR, son un prerrequisito para la puesta en producción, los cuales deben cumplir con los requerimientos de implementación del repositorio definidos en el numeral “4. ESPECIFICACIONES Y REQUERIMIENTOS” del SDP, el cual incluye la implementación de los componentes descritos en este documento (1- Integración y transformación datos, 2- almacén de datos, 3- acceso y uso y 4- transversales), los cuales deben integrarse a las diversas fuentes de información para satisfacer las necesidades de los diferentes consumidores de datos (actuales y nuevas fuentes de información) y contar con la implementación de los componentes adicionales (herramientas complementarias a Azure). Por tanto, dado que la estrategia de implementación definida en el Plan de proyecto y cronograma aprobado, no está estructurado de manera iterativa y por ello, se debe realizar la implementación completa de todos los componentes para dar cumplimiento al hito de puesta en producción, la entrega de los productos que hacen parte de la “ Fase 2- Entendimiento y diseño” y la “Fase 3- Habilitación de herramientas”, tienen imposibilidad de cumplimiento para su finalización, ya que, a la fecha la implementación de las nuevas fuentes de información no ha finalizado, y la contratación de las herramientas complementarias de Azure (Informática) está en proceso. Considerando estas restricciones, el plan de trabajo entregado por el Consorcio el 17/04/2023, no permite la administración de estas limitaciones para la entrega de productos de manera iterativa, al igual que los pagos asociados a estos en el contrato, complejizando la revisión y cierre de los entregables de estas fases del proyecto y con ello, la habilitación de los pagos.",434,2752,fixed_words_overlap,450,75
DOC_006,0332-23-INT_REV_Comunicado_4_situacion_actual_DATAR_21042023.pdf,COMUNICADO,31,DOC_006_CHUNK_033,"A member firm of Ernst & Young Global Limited Metodología de ejecución de pruebas • De acuerdo con lo definido en la propuesta técnica presentada por el Consorcio, se menciona en el capítulo “4.1. Plan General de Actividades” y específicamente, en la sección “4.1.3. Fase 3 – Habilitación de Herramientas” que, para la realización de las pruebas, se deben tener en cuenta las siguientes actividades: o “Elaborar plan de pruebas para los componentes de la solución del DATAR, incluyendo la definición de la metodología de pruebas, procedimientos, herramientas y la demás información para la ejecución de las pruebas de la solución”, generando como entregable el “Ent20 -Plan de pruebas detallado. Si la metodología es iterativa, debe actualizarse el plan de pruebas por cada iteración. o Construir los scripts para las pruebas automáticas de cada uno de los componentes del DATAR”, generando como entregable “Ent22 -Scripts de pruebas automáticas en el repositorio de código. o Realizar demostraciones de la implementación y prestaciones de los servicios de gestión de datos de la solución, cuando le sean requeridas por la DIAN o de acuerdo con la metodología presentada” y o “Realizar las pruebas correspondientes a cada etapa del plan de pruebas”, generando como entregable el “Ent24 – Informe de pruebas”. Adicionalmente, en el SDP en el capítulo “5.4.2 PRUEBAS NO FUNCIONALES”, se indica que, las pruebas no funcionales “deben ser ejecutadas en ambiente de pruebas a lo largo de todo el proyecto de acuerdo con el plan de pruebas, y en la fase de UAT una ejecución final en ambiente de aseguramiento de calidad”. Igualmente, el plan de pruebas debe considerar como mínimo los siguientes contenidos: o “Metodología de pruebas. o Procedimientos de pruebas (manuales y automáticos). o Herramientas para ejecución de pruebas automatizadas (cuando aplique), por tipo de prueba y sus correspondientes scripts y configuración. o Herramientas para gestión de pruebas (cuando aplique). o Descripción y plan de pruebas piloto. o Set de pruebas funcionales documentado y cumpliendo satisfactoriamente todos los casos planeados. o Escenarios de pruebas no funcionales contemplados, documentados y resultados satisfactorios. o Escenarios de pruebas que dan cumplimiento a las pruebas requeridas en el numeral 5.4 (Funcionales, no funcionales, UAT y Calidad de datos)”.",365,2359,fixed_words_overlap,450,75
DOC_006,0332-23-INT_REV_Comunicado_4_situacion_actual_DATAR_21042023.pdf,COMUNICADO,32,DOC_006_CHUNK_034,"A member firm of Ernst & Young Global Limited Teniendo en cuenta lo anterior y la sesión realizada el 13/04/2023 entre la DIAN, el Consorcio y la Interventoría, a la fecha no es clara la metodología de ejecución de las pruebas del DATAR, ya que no ha sido entregado por parte del Consorcio el producto asociado al “Ent20- Plan de pruebas” para revisión y aprobación de la Interventoría y la DIAN, al igual que no ha sido ejecutado el despliegue de los componentes probados en desarrollo al ambiente preproductivo entregado por la DIAN el 24/01/2023 y no han sido entregados los scripts de pruebas y un cronograma de trabajo con fechas reales de ejecución de estas pruebas, ya que el cronograma entregado el 17/04/2023, tiene fecha de finalización de estas actividades del 14/04/2023. En concepto emitido por la Interventoría al Consorcio y la DIAN el 27/02/2023, se reitera que las pruebas no funcionales, deben desarrollarse en un ambiente de pruebas (QA e Integración) según el SDP, al igual que las consideraciones a tener en cuenta para viabilizar la prueba de concepto, alineada a la estrategia de implementación y a las actividades definidas contractualmente. Prueba de concepto De acuerdo con la presentación realizada en el seguimiento semanal el 15 de febrero 2023, el Consorcio planteó la ejecución de una prueba de concepto que desplazaría la puesta en producción del DATAR aproximadamente a mayo 2023. Los principales aspectos considerados en esta prueba de concepto, fueron los siguientes: ➢ Requerimiento: “Se requiere implementar en DataR un producto de información que consta de un tablero BI que expone índices, cálculos e indicadores asociados al RUT (4 visualizaciones de una misma variable: ciudad, año de inscritos, código de actividad y tipo de contribuyente).Para llegar al producto final es necesario migrar la información (limitada) del RUT a DataR, realizar la estandarización de la información e implementar una bodega de datos para proveer información al tablero, igualmente se requiere gestionar los metadatos de los repositorios creados e implementar un API sobre el modelo de la bodega con el fin de proveer datos a través de interoperabilidad”. ➢ Alcance de la prueba de concepto a nivel funcional:",359,2230,fixed_words_overlap,450,75
DOC_006,0332-23-INT_REV_Comunicado_4_situacion_actual_DATAR_21042023.pdf,COMUNICADO,33,DOC_006_CHUNK_035,"A member firm of Ernst & Young Global Limited ➢ Alcance de la prueba de concepto a nivel no funcional: pruebas de seguridad, integración, interoperabilidad, escalabilidad, rendimiento y confiabilidad, de acuerdo con lo definido en el SDP. ➢ Plan de trabajo: Ejecución de cuatro Sprint de construcción de la solución en el ambiente de pruebas e integración (preproducción), del 0 al 4. Las actividades planteadas en el plan de trabajo y el estado de estas al corte del 20/04/2023, se presenta a continuación: Actividades Fecha planeada Estado Observaciones Inicio Fin Realización de Pruebas Ent20 - Plan de pruebas detallado 20/02/2023 20/02/2023  No ha sido entregado para revisión y aprobación de la DIAN y la Interventoría. Despliegue Pruebas (Multinube) 20/02/2023 20/02/2023  Despliegue confirmado el 20/04/2023 Despliegue Producción (Multinube) 20/02/2023 20/02/2023  A la fecha se está realizando la validación de la configuración del ambiente por parte del Consorcio. Sprint 0 (5 días) Validación de acceso a fuentes de información del ambiente de desarrollo 20/02/2023 24/02/2023  Ambiente del Consorcio Elaboración del requerimiento y especificación de historias de usuario 20/02/2023 24/02/2023  Las historias de usuario no han sido aprobadas por la DIAN y la Interventoría, al igual que los criterios de aceptación Sprint 1 (10 días hábiles)",208,1362,fixed_words_overlap,450,75
DOC_006,0332-23-INT_REV_Comunicado_4_situacion_actual_DATAR_21042023.pdf,COMUNICADO,34,DOC_006_CHUNK_036,"A member firm of Ernst & Young Global Limited Actividades Fecha planeada Estado Observaciones Inicio Fin Validación de la configuración del ambiente de pruebas e integración 27/02/2023 28/02/2023  Ambiente entregado con las configuraciones validadas el 21 de febrero 2023. Diseño e Implementación de HU (Integración y Migración de datos) 01/03/2023 08/03/2023  Las historias de usuario no han sido entregadas, validadas y aprobadas por la DIAN y la Interventoría, al igual que los criterios de aceptación Elaboración de casos de prueba funcionales 01/03/2023 08/03/2023  Los casos de prueba no han sido entregados, validados y aprobados por la DIAN y la Interventoría, al igual que los criterios de aceptación Elaborar casos de prueba no funcionales: Seguridad 06/03/2023 10/03/2023  Sprint 2 (10 días) Diseño e Implementación de HU (Bodega de Datos e interoperabilidad) 13/03/2023 14/03/2023  Las historias de usuario no han sido entregadas, validadas y aprobadas por la DIAN y la Interventoría, al igual que los criterios de aceptación Elaboración de casos de prueba funcionales 15/03/2023 22/03/2023  Los casos de prueba no han sido entregados, validados y aprobados por la DIAN y la Interventoría, al igual que los criterios de aceptación Elaborar casos de prueba no funcionales: integración y escalabilidad 21/03/2023 27/03/2023  Sprint 3 (10 días) Diseño e Implementación de HU (Tablero y metadatos) 13/03/2023 14/03/2023  Las historias de usuario no han sido entregadas, validadas y aprobadas por la DIAN y la Interventoría, al igual que los criterios de aceptación Elaboración de casos de prueba funcionales 15/03/2023 22/03/2023  Los casos de prueba no han sido entregados, validados y aprobados por la DIAN y la Interventoría, al igual que los criterios de aceptación Documentar en Ent24 las pruebas funcionales realizadas 15/03/2023 22/03/2023  No se ha recibido este entregable por parte del Consorcio Elaborar casos de prueba no funcionales: rendimiento y confiabilidad 21/03/2023 27/03/2023  Los casos de prueba no han sido entregados, validados y aprobados por la DIAN y la Interventoría, al igual que los criterios de aceptación Sprint 4 (5 días) Elaborar casos de prueba no funcionales: rendimiento y confiabilidad 27/03/2023 27/03/2023  Los casos de prueba no han sido entregados, validados y aprobados por la DIAN y la Interventoría, al igual que los criterios de aceptación Ejecución de pruebas no funcionales (ambiente de pruebas e integración) 28/03/2023 28/03/2023  No se ha iniciado la ejecución de las pruebas en el ambiente de pruebas e integración (preproducción). Ejecución de pruebas de UAT (ambiente de pruebas e integración) 29/03/2023 29/03/2023  No se ha iniciado la ejecución de las pruebas en el ambiente de pruebas e integración (preproducción). Validación de la configuración en ambiente de producción 29/03/2023 31/03/2023  El Consorcio entregó los resultados",450,2923,fixed_words_overlap,450,75
DOC_006,0332-23-INT_REV_Comunicado_4_situacion_actual_DATAR_21042023.pdf,COMUNICADO,34,DOC_006_CHUNK_037,de pruebas no funcionales (ambiente de pruebas e integración) 28/03/2023 28/03/2023  No se ha iniciado la ejecución de las pruebas en el ambiente de pruebas e integración (preproducción). Ejecución de pruebas de UAT (ambiente de pruebas e integración) 29/03/2023 29/03/2023  No se ha iniciado la ejecución de las pruebas en el ambiente de pruebas e integración (preproducción). Validación de la configuración en ambiente de producción 29/03/2023 31/03/2023  El Consorcio entregó los resultados de la validación el 20/04/2023 y está en proceso de revisión por parte del proyecto de Multinube,92,593,fixed_words_overlap,450,75
DOC_006,0332-23-INT_REV_Comunicado_4_situacion_actual_DATAR_21042023.pdf,COMUNICADO,35,DOC_006_CHUNK_038,"A member firm of Ernst & Young Global Limited Actividades Fecha planeada Estado Observaciones Inicio Fin Despliegue de producción 31/03/2023 31/03/2023  Dado que no se han iniciado las pruebas en preproducción, no hay un despliegue al ambiente de producción. Solicitud de limpieza de ambientes 31/03/2023 31/03/2023  Dependiente de la actividad anterior. Entregables Ent24 - Informe de pruebas 03/04/2023 03/04/2023  No ha sido entregado para revisión y aprobación de la DIAN y la Interventoría. Ent21 - Habilitación de herramienta de automatización de pruebas. 06/03/2023 06/03/2023  No ha sido entregado para revisión y aprobación de la DIAN y la Interventoría. Ent22 - Scripts de pruebas automáticas en el repositorio de código 31/03/2023 31/03/2023  No ha sido entregado para revisión y aprobación de la DIAN y la Interventoría. Ent23 - Acta de reunión o ayuda de memoria. 03/04/2023 03/04/2023  No ha sido entregado para revisión y aprobación de la DIAN y la Interventoría. Teniendo en cuenta lo anterior y el plan de trabajo propuesto para la ejecución de esta prueba de concepto por parte del Consorcio, se realizó el planteamiento de desplazamiento de la fecha de puesta en producción en el control de cambios aprobado el 27/03/2023, con el fin de incluir dentro de esta modificación las actividades asociadas a esta prueba de concepto. Sin embargo, actualmente este plan no fue ejecutado en los tiempos y con el alcance definido por el Consorcio, lo cual continúa impactando la fecha de puesta en producción del DATAR. Con relación a este tema y el estado de las actividades del plan al 20/04/2023, desde la Interventoría se identificaron las siguientes situaciones: o El ambiente de preproducción fue entregado con las configuraciones validadas y confirmadas por el Consorcio el 21/02/2023. Por tanto, a partir de esa fecha estaba disponible este ambiente para su uso. Con relación a desarrollo, este era un ambiente del Consorcio. Por tanto, su configuración y disponibilidad en los tiempos requeridos, dependía de la consultoría. o El concepto enviado por la Interventoría el 24/02/2023 al Consorcio sobre la prueba de concepto, no fue incorporado en el alcance y actividades planteadas, al igual que no se recibió una respuesta por parte del Consorcio con el documento ajustado. o No se evidenció una gestión oportuna de las premisas y requerimientos por parte del Consorcio a la DIAN, que permitieran ejecutar las actividades de la prueba de concepto en el tiempo y alcance definido. o Solo hasta el 20/04/2023, se realizó el despliegue de los componentes probados en el ambiente de desarrollo al ambiente de preproducción, 38 días hábiles después de lo planeado. Por tanto, las pruebas en el ambiente de preproducción no se han ejecutado.",445,2759,fixed_words_overlap,450,75
DOC_006,0332-23-INT_REV_Comunicado_4_situacion_actual_DATAR_21042023.pdf,COMUNICADO,36,DOC_006_CHUNK_039,"A member firm of Ernst & Young Global Limited o La finalización de la prueba de concepto en el Gantt presentado el 15/02/2023 por el Consorcio, estaba planeado para el 31/03/2023. Adicionalmente, de cara al cronograma propuesto derivado del control de cambios aprobado el 27/03/2023, se planteó una fecha de finalización de estas actividades del 14/04/2023. Al corte del 20/04/2023, las actividades de la prueba de concepto no han sido finalizadas y, por tanto, se presentan 14 días hábiles de atraso con relación a la fecha inicial propuesta y 4 días hábiles de atraso de cara a la fecha propuesta en el cronograma del control de cambios. o El avance de las pruebas presentado a la fecha, corresponde a la ejecución de las pruebas en el ambiente de desarrollo. o Ninguno de los entregables asociadas a la ejecución de las pruebas (plan de pruebas, script de pruebas e informe de pruebas), ha sido entregado por parte del Consorcio, para revisión y aprobación de la DIAN y la Interventoría. Considerando los puntos anteriores (metodología de implementación, metodología de pruebas y prueba de concepto) y haciendo un análisis a la fecha sobre el manejo a nivel metodológico del proyecto, desde la Interventoría recomendamos a la supervisión, solicitar las siguientes acciones al Consorcio: a. Alinear la metodología de implementación propuesta por el Consorcio con el plan de trabajo, los requerimientos de la DIAN y la realidad del proyecto. Lo anterior, dado que se evidencia que, con la dinámica del proyecto, los atrasos presentados a la fecha y los tiempos definidos en el cronograma propuesto, es alta la probabilidad de incumplimiento de las nuevas fechas planteadas por el Consorcio en el cronograma propuesto hasta el momento. b. Definir un plan de acción que permita el cierre de la brecha metodológica existente, con el fin de tener un único entendimiento de la estrategia de implementación, la estrategia de pruebas y la generación de productos mínimos viables (MVP). c. De acuerdo con los contenidos mínimos de los productos definidos en la matriz de entregables y el SDP, de manera previa, realizar la socialización para la alineación de expectativas y alcance sobre el desarrollo de los contenidos, de tal manera que, se tenga un entendimiento único entre las partes que facilite el proceso de diligenciamiento y revisión. Lo anterior, dando claridad de los insumos que se requieren por cada una de las partes para el desarrollo de la información de manera oportuna, lo cual debe estar alineado con el cronograma de trabajo que se proponga y así evitar atrasos por insumos pendientes que no se pidieron con el suficiente tiempo de antelación. d. Verificar que la entrega de los productos asociados a la ejecución de las actividades,",450,2747,fixed_words_overlap,450,75
DOC_006,0332-23-INT_REV_Comunicado_4_situacion_actual_DATAR_21042023.pdf,COMUNICADO,36,DOC_006_CHUNK_040,"proceso de diligenciamiento y revisión. Lo anterior, dando claridad de los insumos que se requieren por cada una de las partes para el desarrollo de la información de manera oportuna, lo cual debe estar alineado con el cronograma de trabajo que se proponga y así evitar atrasos por insumos pendientes que no se pidieron con el suficiente tiempo de antelación. d. Verificar que la entrega de los productos asociados a la ejecución de las actividades, estén alineados con la metodología que sea presentada por el Consorcio, el plan de trabajo propuesto con el control de cambios aprobado el 27/03/2023 y la matriz de",103,614,fixed_words_overlap,450,75
DOC_006,0332-23-INT_REV_Comunicado_4_situacion_actual_DATAR_21042023.pdf,COMUNICADO,37,DOC_006_CHUNK_041,"A member firm of Ernst & Young Global Limited entregables que está siendo ajustada por el Consorcio. De tal manera que estos entregables sean recibidos de manera oportuna para su validación y aprobación, según lo definido contractualmente. 5. Actividades de proyecto A continuación, se relacionan las actividades de proyecto sobre las cuales se evidencian atrasos respecto de la fecha de compromiso que han sido reprogramadas, las cuales impactan la ejecución del proyecto DATAR y la de otros proyectos con acuerdos realizados entre las partes involucradas en matrices de interdependencias que continúan incumplidos y, por tanto, requieren gestión inmediata por parte del Consorcio. De acuerdo con lo anterior, se requiere identificar e informar las acciones perentorias a realizar por del Consorcio, para el cumplimiento de las obligaciones contractuales asociadas a estas actividades: Actividad Proyecto Compromiso matriz interdependencia Estado DATA-R disponible para recibir información del RUT. Consultoría - RUT 30/03/2023 Con atraso Entrega de los procesos o procedimientos de gestión de datos que se hayan diseñado y documentado para integrarlos a la arquitectura de procesos con enfoque BPM. Consultoría BPM 15/04/2023 Con atraso Herramientas configuradas para la Gobernanza de Datos. GOBERNANZA DE DATOS 15/03/2023 Con atraso Diseño detallado de la solución tecnológica del DataR. Multinube / OSI- SOC 15/02/2023 Cerrado sin la entrega del documento definitivo Arquitectura de datos. Multinube 17/02/2023 Cerrado sin la entrega del documento definitivo Plantillas de requerimientos de información que requiere Multinube para el aprovisionamiento de la infraestructura Multinube 03/02/2023 Con atraso Habilitar la Herramienta DevOps Multinube 17/02/2023 Con atraso Habilitar el ambiente de producción Multinube 17/02/2023 Con atraso 6. Desarrollo de proyecto Durante la ejecución del proyecto, se han identificado en las diferentes sesiones de trabajo, los siguientes temas transversales asociados al Consorcio, que han contribuido al reiterado incumplimiento de las obligaciones y compromisos, afectando el desarrollo y fluidez del proyecto: 6.1. De acuerdo con lo definido en la propuesta de servicios en el capítulo de “INTRODUCCIÓN”, en el ítem de “Calidad”, se indica que: “Está demostrada",330,2303,fixed_words_overlap,450,75
